Bin Id,Site,Year,Completeness,Redundancy,Strain heterogeneity,Genome size (Mbp), # contigs,GC,Domain,Phylum,Class,Order,Family,Genus,SJO_Jan 2016_10cm_MP02,SJO_Jan 2016_20cm_MP02,SJO_Jan 2016_10cm_MP15,SJO_Jan 2016_20cm_MP15,BVA_Feb 2016_10cm_MP05,BVA_Feb 2016_20cm_MP05,BVA_Feb 2016_10cm_MP12,BVA_Feb 2016_20cm_MP12,QUI_Feb 2016_10cm_MP05,QUI_Feb 2016_20cm_MP05,QUI_Feb 2016_10cm_MP10,QUI_Feb 2016_20cm_MP10,SJO_Jul 2015_20cm_MP02,SJO_Jul 2015_20cm_MP15,BVA_Aug 2015_20cm_MP10,BVA_Aug 2015_20cm_MP04,QUI_Oct 2015_10cm_MP10,QUI_Oct 2015_20cm_MP10,QUI_Oct 2015_10cm_MP05,QUI_Oct 2015_20cm_MP05,SJO_Oct 2015_20cm_MP02,SJO_Oct 2015_20cm_MP15,BVA_Oct 2015_20cm_MP06,BVA_Oct 2015_20cm_MP10,Average_Abundance_at_Site
1015_Q2.107_029,Quistococha,15-Oct,86.75,6.19,53.85,4.244929,857,49.1,d__Bacteria,p__Desulfobacterota,c__BSN033,o__BSN033,f__UBA1163,g__UBA1163,,,,,,,,,,,,,,,,,7.174522599,7.634473045,5.638642039,3.564091304,,,,,6.002932247
1015_Q2.107_487,Quistococha,15-Oct,67.53,2.8,33.33,1.817525,232,48.4,d__Bacteria,p__Desulfobacterota,c__BSN033,o__BSN033,f__UBA1163,g__UBA1163,,,,,,,,,,,,,,,,,0.19016851,6.761298866,0.331242085,5.758180069,,,,,3.260222383
1015_Q2.40_257,Quistococha,15-Oct,73.12,2.62,42.86,3.154546,918,48.7,d__Bacteria,p__Desulfobacterota,c__BSN033,o__BSN033,f__UBA1163,g__UBA1163,,,,,,,,,,,,,,,,,2.09642105,15.58075088,5.744365949,31.34259182,,,,,13.69103242
1015_Q2_98,Quistococha,15-Oct,59.62,8.14,38.46,5.16405,1200,48.2,d__Bacteria,p__Desulfobacterota,c__BSN033,o__BSN033,f__UBA1163,g__UBA1163,,,,,,,,,,,,,,,,,0.123945544,2.573974125,0.512184814,4.425643312,,,,,1.908936949
1015_SJ02_40_009,San Jorge,15-Oct,57.97,3.27,85.71,2.390615,536,48.4,d__Bacteria,p__Desulfobacterota,c__BSN033,o__BSN033,f__UBA1163,g__UBA1163,,,,,,,,,,,,,,,,,,,,,0.008068605,25.15736112,,,12.58271486
0116_SJ02_107_005,San Jorge,16-Jan,75.03,2.91,75,1.796651,346,57.2,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,25.83411209,18.7934434,6.358283798,14.68878948,,,,,,,,,,,,,,,,,,,,,16.41865719
0116_SJ02_107_006,San Jorge,16-Jan,74.28,0,0,1.352669,351,57.2,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,24.70333988,15.98392929,13.54719222,0.591893651,,,,,,,,,,,,,,,,,,,,,13.70658876
0116_SJ02_142,San Jorge,16-Jan,65.4,3.96,33.33,1.259248,264,57.4,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,1.876287721,5.17065327,2.258073166,0.06320786,,,,,,,,,,,,,,,,,,,,,2.342055504
0116_SJ02_23,San Jorge,16-Jan,64.26,4.85,16.67,0.885172,204,54.6,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,9.223672378,6.725513766,2.042371025,10.5661301,,,,,,,,,,,,,,,,,,,,,7.139421817
0116_SJ02_275,San Jorge,16-Jan,67.07,5.83,42.86,1.547634,271,57.3,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,5.158674182,4.963611715,1.022226372,8.279113508,,,,,,,,,,,,,,,,,,,,,4.855906444
0116_SJ02_297,San Jorge,16-Jan,75.37,4.21,16.67,1.30634,290,59.8,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,7.416364729,5.496130771,1.285118618,6.397844472,,,,,,,,,,,,,,,,,,,,,5.148864648
0116_SJ02_347,San Jorge,16-Jan,87.47,7.82,43.75,1.502112,285,58.1,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,19.59691859,15.98670128,3.417907328,6.432232172,,,,,,,,,,,,,,,,,,,,,11.35843984
0116_SJ02_40_039,San Jorge,16-Jan,80.1,7.12,54.55,2.5031,504,57,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,9.627151613,10.23905462,6.809368249,1.153960708,,,,,,,,,,,,,,,,,,,,,6.957383798
0216_QUI02_67,Quistococha,16-Feb,92.15,7.77,15.38,1.361989,248,61.3,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,4.765280903,0.036330976,1.212495129,1.539608275,,,,,,,,,,,,,1.888428821
0715_SJ02_40_033,San Jorge,15-Jul,74.21,2.09,75,1.250929,229,58.3,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,9.657138664,2.475826104,,,,,,,,,,,6.066482384
0715_SJ02_40_059,San Jorge,15-Jul,59.39,4.28,50,1.163519,221,60.1,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,5.361383267,3.874241795,,,,,,,,,,,4.617812531
0715_SJ02_63,San Jorge,15-Jul,84.63,1.46,50,1.560639,198,56.8,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,12.65227889,16.29073847,,,,,,,,,,,14.47150868
1015_Q2.107_337,Quistococha,15-Oct,87.68,5.97,20,2.062348,316,56.8,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,1.376395162,24.56562703,5.285224973,26.44576885,,,,,14.418254
1015_Q2.107_373,Quistococha,15-Oct,75.18,6.96,72.73,1.357536,239,59.2,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,1.164456906,9.930644454,1.700307176,6.544674592,,,,,4.835020782
1015_Q2.107_386,Quistococha,15-Oct,66.99,6.31,71.43,1.474424,220,58,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,0.935236597,15.3798129,0.827350761,3.415020413,,,,,5.139355168
1015_Q2.40_021,Quistococha,15-Oct,50.45,1.46,50,0.866378,303,58.9,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,9.875278278,16.28506856,9.258058883,16.0384861,,,,,12.86422296
1015_Q2_265,Quistococha,15-Oct,70.34,0.49,0,1.135141,191,58.7,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,2.44919464,47.09115097,4.619265758,25.2853683,,,,,19.86124492
1015_Q2_361,Quistococha,15-Oct,83.17,0.97,100,1.361056,211,61.2,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,5.661989268,6.276424061,5.245229105,5.224292341,,,,,5.601983694
1015_Q2_366,Quistococha,15-Oct,71.04,4.37,100,1.191216,202,58.3,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,3.689874243,21.37104182,3.40370664,5.632456599,,,,,8.524269826
1015_Q2_93,Quistococha,15-Oct,53.27,1.94,0,0.6584,165,58.2,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,,,,,,,,,,,,,,,,,0.771519931,36.09225473,1.976992542,22.45691953,,,,,15.32442168
0116_SJ02_134,San Jorge,16-Jan,74.81,6.52,30,1.277366,364,72.8,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,4.265823821,2.221045175,0.665658919,4.432621945,,,,,,,,,,,,,,,,,,,,,2.896287465
0116_SJ02_204,San Jorge,16-Jan,63.23,1.6,0,0.865957,179,72,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,3.519065831,3.649488832,0.814230186,8.226386387,,,,,,,,,,,,,,,,,,,,,4.052292809
0116_SJ02_279,San Jorge,16-Jan,83.31,2.06,50,1.567477,314,68.3,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,11.88190853,15.40499274,21.64468575,2.636239646,,,,,,,,,,,,,,,,,,,,,12.89195667
0116_SJ02_40_046,San Jorge,16-Jan,83.23,2,66.67,1.482809,385,67.8,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,9.165200193,8.355688962,3.629047706,2.28645401,,,,,,,,,,,,,,,,,,,,,5.859097718
0116_SJ02_40_131,San Jorge,16-Jan,75.76,1.2,100,1.157989,247,66.7,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,3.884013411,5.215785828,7.035576919,0.120476224,,,,,,,,,,,,,,,,,,,,,4.063963096
0116_SJ02_40_288,San Jorge,16-Jan,62.46,3.2,25,1.281857,317,67.6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,1.799920978,14.22614573,29.97569598,0.145577392,,,,,,,,,,,,,,,,,,,,,11.53683502
0116_SJ02_40_332,San Jorge,16-Jan,59.81,3.27,50,1.027336,291,72.3,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,1.511844004,11.7822439,9.410071504,0.314783372,,,,,,,,,,,,,,,,,,,,,5.754735695
0116_SJ02_40_433,San Jorge,16-Jan,62.46,7.73,54.55,1.193165,426,68.7,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,0.54183601,1.824058857,0.596262461,20.61282996,,,,,,,,,,,,,,,,,,,,,5.893746822
0116_SJ02_445,San Jorge,16-Jan,92.85,3.89,54.55,1.834637,119,67.8,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,55.60244257,36.59398146,5.543156905,17.85758706,,,,,,,,,,,,,,,,,,,,,28.899292
0116_SJ02_593,San Jorge,16-Jan,70.56,3.43,60,1.031072,290,70.7,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,2.088753188,4.249181249,4.121424735,0.540826843,,,,,,,,,,,,,,,,,,,,,2.750046504
0216_QUI02_107_279,Quistococha,16-Feb,56.25,6.61,6.67,1.036498,394,71.6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,0.358008276,0.088622237,1.691687788,3.005709967,,,,,,,,,,,,,1.286007067
0715_SJ02_52,San Jorge,15-Jul,82.27,0.93,50,1.853103,220,65.8,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,23.66260653,5.224475108,,,,,,,,,,,14.44354082
0715_SJ02_56,San Jorge,15-Jul,64.35,2.8,60,1.168027,189,70,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,4.376229693,5.56539706,,,,,,,,,,,4.970813377
0715_SJ02_74,San Jorge,15-Jul,75.07,4.67,50,1.999247,239,66.1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,6.56291592,6.064829934,,,,,,,,,,,6.313872927
1015_Q2_24,Quistococha,15-Oct,86.61,6.4,55.56,1.961482,209,65.5,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,0.250411602,19.87478784,0.160045273,6.98855837,,,,,6.818450771
1015_Q2_335,Quistococha,15-Oct,89.48,5.6,71.43,1.516569,220,71,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,0.456899606,5.197949862,0.736748138,5.337174288,,,,,2.932192974
1015_Q2_365,Quistococha,15-Oct,73.74,0.84,50,1.341162,162,71.2,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,0.109020182,8.871483795,0.179063509,3.539108056,,,,,3.174668886
1015_Q2_497,Quistococha,15-Oct,71.54,3.26,0,1.287605,252,67.8,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,0.14222729,9.475664998,0.344643739,4.98411343,,,,,3.736662364
1015_SJ02_163,San Jorge,15-Oct,59.24,2.8,50,0.854459,298,72.4,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,,,,,1.271709173,4.120141203,,,2.695925188
1015_SJ02_169,San Jorge,15-Oct,94.52,4.8,66.67,1.656666,204,69.3,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,,,,,3.971722964,8.09134057,,,6.031531767
1015_SJ02_40_278,San Jorge,15-Oct,83.47,1.66,33.33,1.396405,52,71.9,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,,,,,,,,,,,,,,,,,,,,,60.46131157,0.102099519,,,30.28170554
0815_BV2_107_012,Buena Vista,15-Aug,81.48,9.26,35.29,2.589087,745,50.1,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__SM23-35,g__UBA2194,,,,,,,,,,,,,,,3.979609753,6.192315841,,,,,,,,,5.085962797
0815_BV2_40_097,Buena Vista,15-Aug,57.89,9.81,94.44,1.427308,263,44.1,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__SM23-35,g__UBA2194,,,,,,,,,,,,,,,13.29134987,9.514086592,,,,,,,,,11.40271823
1015_BV01_40_015,Buena Vista,15-Oct,92.73,8.48,41.67,2.185556,296,46.5,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__SM23-35,g__UBA2194,,,,,,,,,,,,,,,,,,,,,,,5.570640589,6.500455616,6.035548103
1015_Q2_BMC3C.2663,Quistococha,15-Oct,74.09,0.08,100,1.42697,156,48.1,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__SM23-35,g__UBA2194,,,,,,,,,,,,,,,,,0.121377921,4.107732974,0.247794933,3.502248636,,,,,1.994788616
0216_BV02_MP05_BMC3C.913,Buena Vista,16-Feb,52.07,3.41,0,0.868146,202,46.7,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__SM23-35,g__UBA2194,,,,,4.219652556,3.192592527,,,,,,,,,,,,,,,,,,,3.706122542
1015_Q2.107_102,Quistococha,15-Oct,93.31,1.85,50,2.577586,152,72.7,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__UBA5189,,,,,,,,,,,,,,,,,3.329269012,1.308468207,3.537268297,2.976234707,,,,,2.787810056
0216_BV02_MP05.40.055,Buena Vista,16-Feb,55.52,5.47,7.14,2.746368,975,67.6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidiferrobacterales,f__UBA6901,g__UBA6901,,,,,4.151161675,2.925215659,,,,,,,,,,,,,,,,,,,3.538188667
0116_SJ02_572,San Jorge,16-Jan,50.12,3.54,33.33,4.643957,1157,58.2,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__UBA7540,0.853757444,6.321673678,13.094793,0.138176751,,,,,,,,,,,,,,,,,,,,,5.102100218
0715_SJ02_7,San Jorge,15-Jul,78.29,3.04,60,5.39248,781,58.1,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__UBA7540,,,,,,,,,,,,,12.28800147,16.25319032,,,,,,,,,,,14.2705959
1015_SJ02_57,San Jorge,15-Oct,53.06,3.45,0,5.448303,616,58.7,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__UBA7540,,,,,,,,,,,,,,,,,,,,,0.097582694,10.42035344,,,5.258968067
1015_Q2_concoct.54,Quistococha,15-Oct,84.56,5.55,64.29,3.357893,728,57,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA11358,g__UBA7542,,,,,,,,,,,,,,,,,2.055971664,0.395192158,4.676797722,1.465560268,,,,,2.148380453
1015_SJ02_107_026,San Jorge,15-Oct,50.03,1.71,66.67,1.746012,531,70.3,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,g__UBA8190,,,,,,,,,,,,,,,,,,,,,1.759977859,18.72783407,,,10.24390596
1015_SJ02_107_054,San Jorge,15-Oct,56.26,4.56,0,1.898191,482,69.2,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,g__UBA8190,,,,,,,,,,,,,,,,,,,,,0.283946674,7.417804619,,,3.850875647
1015_Q2_149,Quistococha,15-Oct,55.31,1.4,0,0.962277,301,57.7,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__TCS64,f__TCS64,g__UBA8941,,,,,,,,,,,,,,,,,0.769308274,0.927184353,1.428963957,2.166475308,,,,,1.322982973
1015_Q2.40_069,Quistococha,15-Oct,91.61,4.8,6.25,4.716092,305,66,d__Bacteria,p__Myxococcota_A,c__UBA9160,o__UBA9160,f__UBA9160,g__UBA9160,,,,,,,,,,,,,,,,,5.009987943,6.138511236,5.727410317,5.475739633,,,,,5.587912282
1015_Q2_167,Quistococha,15-Oct,75.41,9.59,3.03,4.582735,1212,66.2,d__Bacteria,p__Myxococcota_A,c__UBA9160,o__UBA9160,f__UBA9160,g__UBA9160,,,,,,,,,,,,,,,,,1.013633321,2.513029102,0.497610695,2.169658112,,,,,1.548482808
1015_Q2_409,Quistococha,15-Oct,81.01,8.94,35,4.849409,1187,65.2,d__Bacteria,p__Myxococcota_A,c__UBA9160,o__UBA9160,f__UBA9160,g__UBA9160,,,,,,,,,,,,,,,,,3.794213257,1.634763913,1.248726806,0.620009795,,,,,1.824428443
0216_BV02_MP05.6,Buena Vista,16-Feb,97.35,5.81,30,3.173162,320,71.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Usitatibacteraceae,g__Usitatibacter,,,,,9.741248431,7.670564303,,,,,,,,,,,,,,,,,,,8.705906367
0216_BV02_MP12.8,Buena Vista,16-Feb,97.88,3.94,42.86,3.154701,227,71.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Usitatibacteraceae,g__Usitatibacter,,,,,,,4.650597967,11.54344503,,,,,,,,,,,,,,,,,8.0970215
0216_QUI02_102,Quistococha,16-Feb,77.63,2.59,40,2.511304,374,71.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Usitatibacteraceae,g__Usitatibacter,,,,,,,,,0.350602852,8.092657287,0.09821386,0.112835123,,,,,,,,,,,,,2.163577281
0216_BV02_MP12.40.079,Buena Vista,16-Feb,74.27,5.96,11.11,3.665251,1283,45.5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UTBCD1,,,,,,,2.058052021,3.213385812,,,,,,,,,,,,,,,,,2.635718917
1015_BV01_concoct_57,Buena Vista,15-Oct,80.13,2.49,12.5,3.361942,685,45.4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UTBCD1,,,,,,,,,,,,,,,,,,,,,,,2.193643511,4.301434641,3.247539076
1015_Q2_300,Quistococha,15-Oct,84.4,7.13,57.14,4.129429,565,71.8,d__Bacteria,p__Myxococcota_A,c__UBA9160,o__SZUA-336,f__SZUA-336,g__VGRW01,,,,,,,,,,,,,,,,,7.963974441,1.10979148,6.056825637,2.645214666,,,,,4.443951556
0216_QUI02_169,Quistococha,16-Feb,86.59,6.21,52,3.72002,370,62.6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Z2-YC6860,,,,,,,,,10.01284437,2.817343981,2.127586615,2.919411976,,,,,,,,,,,,,4.469296736
